ssc_issue_key,title,factor,ssc_severity,feasibility_category,proposed_test_method,exact_observation_or_evidence,proposed_rule_logic,required_executor,required_external_data,authoritative_reference_type,authoritative_reference,implementation_complexity,confidence,notes,current_platform_support
iot_camera,IP Camera Accessible,network_security,medium,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'IP Camera Accessible'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
java_debugger,Java Debugger Detected,network_security,info,DIRECTLY_TESTABLE,"On approved ports/networks, perform a minimal non-authenticating JDWP-Handshake exchange and stop after identification.","IP/port/transport, request type, protocol-valid response/magic/version, banner hash and stop reason.",Positive only when a protocol-valid JDWP-Handshake response is received; TCP/UDP reachability alone is insufficient.,PROTOCOL_PROBE,None,Protocol/vendor specification,https://docs.oracle.com/en/java/javase/21/docs/specs/jdwp/jdwp-spec.html,MEDIUM,HIGH,"No enumeration, login, commands or state changes.",PARTIAL
microsoft_exchange_0_day_vulnerability,Product Potentially Impacted by CVE-2022-41040 & CVE-2022-41082,network_security,low,TESTABLE_WITH_ENRICHMENT,Identify exact product/component version via authenticated inventory/SBOM or high-confidence passive fingerprint and correlate it to vendor/NVD affected ranges.,"Endpoint, product/component/version/CPE evidence, fingerprint confidence, CVE/advisory revision and affected-range result.",Finding only when confirmed version/configuration is affected by CVE-2022-41040 and CVE-2022-41082; hidden/ambiguous versions are indeterminate and no exploit payload is sent.,FINGERPRINT+SBOM+CVE,"NVD/CPE, CISA KEV and vendor advisory",NVD / CISA / vendor advisory,https://nvd.nist.gov/vuln/detail/CVE-2022-41040; https://nvd.nist.gov/vuln/detail/CVE-2022-41082,HIGH,MEDIUM,No exploit validation.,PARTIAL
microsoft_exchange_http_api_vulnerability,Product Potentially Impacted by PowerShell Remoting RCE,network_security,low,TESTABLE_WITH_ENRICHMENT,Identify exact product/component version via authenticated inventory/SBOM or high-confidence passive fingerprint and correlate it to vendor/NVD affected ranges.,"Endpoint, product/component/version/CPE evidence, fingerprint confidence, CVE/advisory revision and affected-range result.",Finding only when confirmed version/configuration is affected by the applicable Microsoft Exchange PowerShell remoting CVE/advisory; hidden/ambiguous versions are indeterminate and no exploit payload is sent.,FINGERPRINT+SBOM+CVE,"NVD/CPE, CISA KEV and vendor advisory",NVD / CISA / vendor advisory,https://nvd.nist.gov/; https://www.cisa.gov/known-exploited-vulnerabilities-catalog,HIGH,MEDIUM,No exploit validation.,PARTIAL
minecraft_server,Minecraft Server Accessible,network_security,medium,DIRECTLY_TESTABLE,"On approved ports/networks, perform a minimal non-authenticating Minecraft status ping exchange and stop after identification.","IP/port/transport, request type, protocol-valid response/magic/version, banner hash and stop reason.",Positive only when a protocol-valid Minecraft status ping response is received; TCP/UDP reachability alone is insufficient.,PROTOCOL_PROBE,None,Protocol/vendor specification,https://www.minecraft.net/en-us/article/minecraft-snapshot-13w41a,MEDIUM,HIGH,"No enumeration, login, commands or state changes.",PARTIAL
mysql_server_empty_password,MySQL Server Running with Empty Password,network_security,low,TESTABLE_WITH_ENRICHMENT,Use authenticated configuration/compliance evidence to determine whether any MySQL account has an empty authentication string; do not attempt password login over the network.,"Asset/database ID, configuration-query/control ID, account identifier hash, authentication-plugin state, collection time and attestation.",Finding when authorized local/configuration evidence confirms an enabled account with empty authentication credentials.,CONFIG_AUDIT,Authenticated database configuration evidence,MySQL vendor documentation / internal access policy,https://dev.mysql.com/doc/refman/8.4/en/account-management-statements.html,MEDIUM,HIGH,Network empty-password attempts are excluded by the no-credential-attack rule.,NOT_SUPPORTED
open_port,Open Port Discovered,network_security,info,DIRECTLY_TESTABLE,Attempt a bounded TCP connect to explicitly approved ports.,"Target identity, IP, port, connect result/error and elapsed time.","Positive observation when the TCP three-way handshake completes; report as exposure inventory, not vulnerability.",TCP,None,IANA registry / internal scan policy,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml,LOW,HIGH,"The TCP executor gathers sufficient reachability evidence, but no active rule is linked to this SSC_API issue; support remains partial until the specific condition is evaluated.",PARTIAL
potentially_vulnerable_cisco_rv_320_325,Potentially Vulnerable Cisco RV320/RV325 Router,network_security,info,TESTABLE_WITH_ENRICHMENT,Identify exact product/component version via authenticated inventory/SBOM or high-confidence passive fingerprint and correlate it to vendor/NVD affected ranges.,"Endpoint, product/component/version/CPE evidence, fingerprint confidence, CVE/advisory revision and affected-range result.",Finding only when confirmed version/configuration is affected by the applicable Cisco RV320/RV325 CVEs/advisory; hidden/ambiguous versions are indeterminate and no exploit payload is sent.,FINGERPRINT+SBOM+CVE,"NVD/CPE, CISA KEV and vendor advisory",NVD / CISA / vendor advisory,https://nvd.nist.gov/; https://www.cisa.gov/known-exploited-vulnerabilities-catalog,HIGH,MEDIUM,No exploit validation.,PARTIAL
product_uses_vulnerable_log4j,Product Running Vulnerable Log4j Version,network_security,high,TESTABLE_WITH_ENRICHMENT,Identify exact product/component version via authenticated inventory/SBOM or high-confidence passive fingerprint and correlate it to vendor/NVD affected ranges.,"Endpoint, product/component/version/CPE evidence, fingerprint confidence, CVE/advisory revision and affected-range result.",Finding only when confirmed version/configuration is affected by CVE-2021-44228 and related Log4j advisories; hidden/ambiguous versions are indeterminate and no exploit payload is sent.,FINGERPRINT+SBOM+CVE,"NVD/CPE, CISA KEV and vendor advisory",NVD / CISA / vendor advisory,https://nvd.nist.gov/vuln/detail/CVE-2021-44228,HIGH,MEDIUM,No exploit validation.,PARTIAL
remote_access,Remote Access Service Observed,network_security,low,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Remote Access Service Observed'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
service_cassandra,Apache Cassandra Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating Cassandra native protocol exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid Cassandra native protocol exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Apache Cassandra protocol documentation,https://cassandra.apache.org/doc/latest/cassandra/reference/native-protocol.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_cloud_provider,Cloud Provider Service Used,network_security,info,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Cloud Provider Service Used'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
service_couchdb,Apache CouchDB Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating CouchDB HTTP API exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid CouchDB HTTP API exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Apache CouchDB API,https://docs.couchdb.org/en/stable/api/index.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_dns,DNS Server Accessible,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating DNS query exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid DNS query exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc1035.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_elasticsearch,Elasticsearch Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating Elasticsearch HTTP API exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid Elasticsearch HTTP API exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Elastic vendor API,https://www.elastic.co/guide/en/elasticsearch/reference/current/rest-apis.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_ftp,FTP Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating FTP greeting/FEAT exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid FTP greeting/FEAT exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc959.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_http_proxy,HTTP Proxy Service Detected,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating HTTP proxy semantics exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid HTTP proxy semantics exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc9110.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_imap,IMAP Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating IMAP greeting/CAPABILITY exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid IMAP greeting/CAPABILITY exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc9051.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_ldap,LDAP Server Accessible,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating LDAP Bind/root DSE exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid LDAP Bind/root DSE exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc4511.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_ldap_anonymous,LDAP Server Allows Anonymous Binding,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating LDAP anonymous Bind/root DSE exchange; do not enumerate data or change state. For anonymous LDAP, send an anonymous bind and bounded root-DSE query only.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Finding when anonymous Bind succeeds and the bounded root-DSE query returns data.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc4511.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_microsoft_sql,Microsoft SQL Server Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating TDS pre-login exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid TDS pre-login exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Microsoft Open Specifications,https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-tds/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_mongodb,MongoDB Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating MongoDB hello command exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid MongoDB hello command exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,MongoDB wire protocol,https://www.mongodb.com/docs/manual/reference/mongodb-wire-protocol/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_mysql,MySQL Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating MySQL initial handshake exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid MySQL initial handshake exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,MySQL protocol documentation,https://dev.mysql.com/doc/dev/mysql-server/latest/page_protocol_connection_phase.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_neo4j,Neo4j Database Accessible,network_security,info,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating Bolt handshake exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid Bolt handshake exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Neo4j Bolt specification,https://neo4j.com/docs/bolt/current/bolt/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_netbus_remote_access,NetBus Remote Access Service Detected,network_security,info,EXTERNAL_DATA_REQUIRED,Correlate approved threat-intelligence indicators and internal network detection events to the in-scope asset and observation time.,"Indicator/event ID, IP/port, classification, first/last seen, traffic direction, confidence and dataset/signature version.",Finding only when provenance-bearing intelligence or protocol-aware telemetry explicitly supports 'NetBus Remote Access Service Detected'; do not classify from a generic banner or port.,EXTERNAL_INTEL_INGEST,Approved C2/signature intelligence and internal IDS/flow telemetry,Reputable threat-intelligence source / internal telemetry,https://attack.mitre.org/; https://www.misp-project.org/,MEDIUM,MEDIUM,These identities/traffic claims are not reliably established by a safe one-shot perimeter probe.,NOT_SUPPORTED
service_networking,Networking Service Observed,network_security,medium,NOT_REPRODUCIBLE,"Do not implement a detector without a public, testable definition.",No independent deterministic observation has been identified.,Exclude from rule catalog unless a future credible method and evidence contract are approved.,None,None,Undocumented SSC methodology,SSC taxonomy only; no public detection specification identified,HIGH,LOW,The title is too broad to define a falsifiable service condition; map a future issue to a specific protocol before implementation.,NOT_SUPPORTED
service_open_vpn,OpenVPN Device Accessible,network_security,medium,TESTABLE_WITH_ENRICHMENT,"Correlate approved TCP/UDP observations with versioned OpenVPN fingerprints or authoritative asset/configuration inventory; do not send authentication material.","IP, port, transport, bounded probe/response transcript hash, fingerprint-set version, inventory provenance and confidence.",Positive only when a reviewed fingerprint uniquely identifies OpenVPN or authoritative inventory confirms the service; silence or an open port is indeterminate.,PROTOCOL_PROBE+PRODUCT_FINGERPRINT,Versioned OpenVPN fingerprint set or authoritative asset/configuration inventory,OpenVPN vendor documentation / internal asset inventory,https://openvpn.net/community-resources/reference-manual-for-openvpn-2-6/,HIGH,MEDIUM,"OpenVPN can intentionally remain silent to unauthenticated probes, so a generic response exchange is not a reliable universal detector.",PARTIAL
service_oracle_db,Oracle Database Server Accessible,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating Oracle Net/TNS negotiation exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid Oracle Net/TNS negotiation exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Oracle Net documentation,https://docs.oracle.com/en/database/oracle/oracle-database/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_oracle_registry,Oracle Service Registry Detected,network_security,info,TESTABLE_WITH_ENRICHMENT,"Collect bounded HTTP/UDDI responses from approved endpoints and correlate multiple stable identifiers with a versioned Oracle Service Registry fingerprint set or authoritative inventory.","IP, port, URL, response status, selected header/body hashes, UDDI behavior, fingerprint-set version and inventory provenance.",Positive only when multiple reviewed product-specific indicators or authoritative inventory identify Oracle Service Registry; a generic UDDI/SOAP endpoint is insufficient.,HTTP+PRODUCT_FINGERPRINT,Versioned Oracle Service Registry fingerprints or authoritative asset inventory,Oracle vendor documentation / OASIS UDDI,https://docs.oracle.com/; https://www.oasis-open.org/standards#uddiv3.0.2,MEDIUM,MEDIUM,"No unique public wire-level handshake was identified; a generic service/banner probe would detect only a proxy condition.",PARTIAL
service_pop3,POP3 Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating POP3 greeting/CAPA exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid POP3 greeting/CAPA exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc1939.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_postgresql,PostgreSQL Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating PostgreSQL startup/SSLRequest response exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid PostgreSQL startup/SSLRequest response exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,PostgreSQL protocol documentation,https://www.postgresql.org/docs/current/protocol.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_pptp,PPTP Service Accessible,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating PPTP control handshake exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid PPTP control handshake exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc2637.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_pulse_vpn,Pulse Connect Secure VPN Product Observed,network_security,medium,TESTABLE_WITH_ENRICHMENT,"Combine safe protocol handshakes with DNS, TLS and HTTP fingerprints and match them against a reviewed versioned product/provider signature catalog.","IP/port, protocol evidence, DNS/CNAME/ASN where applicable, TLS/HTTP indicators, matched product/provider, confidence and catalog version.",Positive only when independent indicators meet the catalog threshold for 'Pulse Connect Secure VPN Product Observed'; open port alone is insufficient.,TCP+HTTP+TLS+DNS_FINGERPRINT,Versioned product/provider signatures; vendor protocol documentation,Vendor documentation / protocol specifications,https://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xhtml; vendor documentation for matched product,HIGH,MEDIUM,Safe identification only; no login or exploit validation.,PARTIAL
service_rdp,RDP Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating RDP negotiation request exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid RDP negotiation request exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Microsoft Open Specifications,https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-rdpbcgr/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_redis,Redis Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating RESP PING/HELLO exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid RESP PING/HELLO exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Redis protocol specification,https://redis.io/docs/latest/develop/reference/protocol-spec/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_rsync,rsync Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating rsync daemon greeting exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid rsync daemon greeting exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Samba rsync documentation,https://download.samba.org/pub/rsync/rsync.1,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_smb,SMB Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating SMB2 negotiate exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid SMB2 negotiate exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,Microsoft Open Specifications,https://learn.microsoft.com/en-us/openspecs/windows_protocols/ms-smb2/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_soap,SOAP Server Accessible,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating HTTP SOAP/WSDL identification exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid HTTP SOAP/WSDL identification exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,W3C SOAP specification,https://www.w3.org/TR/soap12-part1/,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_socks_proxy,SOCKS Proxy Service Detected,network_security,low,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating SOCKS method negotiation exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid SOCKS method negotiation exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc1928.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_telnet,Telnet Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating Telnet option negotiation exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid Telnet option negotiation exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc854.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
service_vnc,VNC Service Observed,network_security,medium,DIRECTLY_TESTABLE,"Connect only to approved ports and perform a minimal, non-authenticating RFB protocol version greeting exchange; do not enumerate data or change state.","IP, port, protocol request type, response code/magic/version, banner hash, TLS state and stop reason.",Positive observation only when the endpoint completes a valid RFB protocol version greeting exchange; TCP-open alone is not sufficient.,PROTOCOL_PROBE+TCP,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc6143.html,MEDIUM,HIGH,Current executor records TCP-open but not the protocol handshake.,PARTIAL
sql_payload_using_tor_proxy_detected,SQL Payload Using Tor proxy Detected,network_security,info,EXTERNAL_DATA_REQUIRED,Correlate approved threat-intelligence indicators and internal network detection events to the in-scope asset and observation time.,"Indicator/event ID, IP/port, classification, first/last seen, traffic direction, confidence and dataset/signature version.",Finding only when provenance-bearing intelligence or protocol-aware telemetry explicitly supports 'SQL Payload Using Tor proxy Detected'; do not classify from a generic banner or port.,EXTERNAL_INTEL_INGEST,Tor signed consensus plus internal flow/IDS evidence,Reputable threat-intelligence source / internal telemetry,https://spec.torproject.org/dir-spec/publishing-consensus.html,MEDIUM,MEDIUM,These identities/traffic claims are not reliably established by a safe one-shot perimeter probe.,NOT_SUPPORTED
ssh_weak_cipher,SSH Supports Weak Cipher,network_security,medium,DIRECTLY_TESTABLE,"Perform SSH version exchange and algorithm negotiation enumeration without authentication, then compare offers with a versioned internal cryptographic policy.","Port, server identification, offered encryption algorithms, negotiated-none result, policy version and timestamp.",Finding when the server offers a encryption algorithm explicitly disallowed by policy; do not attempt authentication.,SSH,None,IETF RFC / internal cryptographic policy,https://www.rfc-editor.org/rfc/rfc4253.html,MEDIUM,HIGH,Current TCP executor does not perform SSH negotiation.,PARTIAL
ssh_weak_mac,SSH Supports Weak MAC,network_security,medium,DIRECTLY_TESTABLE,"Perform SSH version exchange and algorithm negotiation enumeration without authentication, then compare offers with a versioned internal cryptographic policy.","Port, server identification, offered MAC algorithms, negotiated-none result, policy version and timestamp.",Finding when the server offers a MAC algorithm explicitly disallowed by policy; do not attempt authentication.,SSH,None,IETF RFC / internal cryptographic policy,https://www.rfc-editor.org/rfc/rfc4253.html,MEDIUM,HIGH,Current TCP executor does not perform SSH negotiation.,PARTIAL
ssh_weak_protocol,SSH Software Supports Vulnerable Protocol,network_security,medium,DIRECTLY_TESTABLE,"Perform SSH version exchange and algorithm negotiation enumeration without authentication, then compare offers with a versioned internal cryptographic policy.","Port, server identification, offered SSH protocol versions, negotiated-none result, policy version and timestamp.",Finding when the server offers a SSH protocol version explicitly disallowed by policy; do not attempt authentication.,SSH,None,IETF RFC / internal cryptographic policy,https://www.rfc-editor.org/rfc/rfc4253.html,MEDIUM,HIGH,Current TCP executor does not perform SSH negotiation.,PARTIAL
telephony,Telephony/VoIP Device Accessible,network_security,info,DIRECTLY_TESTABLE,"On approved ports/networks, perform a minimal non-authenticating SIP OPTIONS exchange and stop after identification.","IP/port/transport, request type, protocol-valid response/magic/version, banner hash and stop reason.",Positive only when a protocol-valid SIP OPTIONS response is received; TCP/UDP reachability alone is insufficient.,PROTOCOL_PROBE,None,Protocol/vendor specification,https://www.rfc-editor.org/rfc/rfc3261.html,MEDIUM,HIGH,"No enumeration, login, commands or state changes.",PARTIAL
tls_ocsp_stapling,"TLS Certificate Status Request (""OCSP Stapling"") Detected",network_security,info,DIRECTLY_TESTABLE,Request status_request in the TLS ClientHello and parse a stapled OCSP response.,"OCSP response bytes hash, responder status, thisUpdate/nextUpdate and signature validation.","Positive observation when a valid, current stapled OCSP response is returned; absence is recorded separately, not automatically a vulnerability.",TLS,None,NIST / IETF PKIX,https://csrc.nist.gov/pubs/sp/800/52/r2/final; https://www.rfc-editor.org/rfc/rfc8996.html; https://www.rfc-editor.org/rfc/rfc5280.html; https://www.rfc-editor.org/rfc/rfc6960.html,MEDIUM,HIGH,Use source metadata independently; do not map SSC severity into internal scoring.,PARTIAL
